age,hours-per-week,hasGraduateDegree,inRelationship,isWhite,isFemale,greaterThan50k
24,20,0,0,1,1,0
25,8,0,0,1,0,0
24,40,0,0,1,0,0
30,62,0,1,1,0,0
62,50,1,1,1,0,0
36,33,0,0,1,1,0
31,45,0,0,1,1,0
34,48,0,0,1,0,0
42,40,0,0,1,1,0
27,70,0,0,1,0,0
53,40,0,1,1,0,1
54,50,0,1,1,0,1
30,35,0,0,1,0,0
59,45,0,1,1,0,1
42,55,0,0,1,0,0
23,40,0,0,1,1,0
28,15,0,0,1,1,0
20,40,0,0,1,0,0
22,20,0,0,1,1,0
73,30,0,1,1,0,0
47,40,0,1,1,0,1
44,40,0,1,1,0,0
40,40,0,0,1,0,0
37,37,0,0,1,1,1
39,50,0,0,1,0,0
49,40,0,1,1,0,1
44,45,0,0,1,0,0
50,40,0,1,1,0,0
39,40,0,1,1,0,1
41,40,0,0,0,1,0
55,40,0,1,1,0,1
53,50,1,0,1,1,0
21,40,0,0,1,0,0
30,40,0,0,0,0,0
74,10,0,0,1,1,0
53,60,1,0,1,1,1
47,47,0,1,1,0,0
37,48,0,0,1,0,1
47,40,0,1,1,0,0
49,40,0,1,1,0,0
73,11,0,0,1,1,0
58,20,0,0,0,1,0
18,15,0,0,0,0,0
35,40,0,0,0,0,0
24,50,0,0,1,1,0
62,38,0,0,1,1,0
58,40,0,0,1,1,0
51,40,0,1,1,0,1
21,40,0,0,0,0,0
30,40,0,1,1,0,0
25,40,0,1,1,0,1
31,45,0,0,0,0,0
31,34,0,0,0,1,0
44,50,0,1,1,0,1
52,65,0,1,1,0,1
30,40,0,1,1,0,0
29,40,0,0,0,0,0
36,40,0,0,1,0,0
54,50,0,1,1,0,0
59,40,0,0,1,0,1
55,45,0,0,1,0,0
70,30,0,0,1,0,0
22,20,0,0,1,1,0
42,40,0,0,1,1,0
36,40,0,0,1,1,0
32,40,0,1,1,0,1
44,40,0,1,1,0,0
22,45,0,0,0,0,0
31,50,0,1,1,0,0
33,40,0,0,1,0,0
54,50,0,1,1,0,1
42,48,0,0,1,0,0
49,44,0,1,1,0,0
30,44,0,1,1,0,0
54,45,0,0,1,1,0
39,40,0,0,1,0,0
24,40,0,0,1,0,0
21,44,0,0,1,1,0
23,30,0,0,0,1,0
54,42,0,0,1,1,0
23,20,1,0,1,1,0
39,40,0,0,1,0,0
23,25,0,0,1,0,0
67,8,0,0,1,1,0
41,40,0,1,0,0,1
32,40,0,0,0,0,0
57,40,0,1,1,0,0
18,30,0,0,1,1,0
60,60,0,1,1,0,1
21,40,0,0,1,1,0
53,22,0,0,1,1,0
38,55,0,1,1,0,1
21,40,0,0,1,0,0
53,55,0,0,1,1,1
24,40,0,0,1,0,0
36,40,0,1,1,0,0
29,60,1,0,0,0,0
23,40,0,0,1,0,0
44,50,0,1,1,0,0
32,48,1,1,1,0,0
25,50,0,0,1,1,0
41,27,0,0,1,0,0
18,30,0,0,1,1,0
57,45,0,1,1,0,0
62,50,0,0,1,0,1
29,40,0,0,1,0,0
19,40,0,0,0,1,0
35,65,0,1,1,0,1
52,50,0,1,1,0,1
28,40,0,0,1,1,0
38,40,0,0,1,0,0
42,40,0,0,0,1,0
41,40,0,0,0,0,0
23,38,0,0,1,0,0
31,76,1,1,1,0,1
46,40,1,1,1,0,1
18,20,0,0,1,1,0
57,38,1,1,1,0,1
25,38,0,0,1,1,0
32,40,1,1,1,0,1
27,40,0,0,1,0,0
46,45,0,1,1,0,1
17,17,0,0,1,1,0
43,40,0,0,1,0,0
56,40,0,0,1,1,1
19,40,0,0,1,1,0
20,40,0,0,1,1,0
42,45,0,0,1,0,0
90,99,0,0,1,0,0
25,35,0,0,0,0,0
48,44,0,1,1,0,0
48,40,0,0,0,0,0
27,48,0,1,1,0,0
46,38,0,0,1,1,0
32,40,0,0,1,0,0
22,40,0,1,1,0,0
24,40,0,0,1,1,1
31,65,0,1,1,0,0
20,18,0,0,1,1,0
28,40,0,0,1,0,0
40,60,0,1,1,0,1
39,40,0,1,1,0,1
54,40,0,1,1,0,0
59,42,0,1,1,0,0
17,18,0,0,1,1,0
25,80,0,0,1,0,0
49,40,0,1,1,0,1
55,60,0,0,1,0,0
39,40,0,1,1,0,0
67,16,0,0,1,1,0
28,40,0,0,1,0,0
44,48,0,1,1,0,1
51,47,1,1,1,0,1
55,40,0,0,0,0,0
45,78,0,1,1,0,1
32,48,0,1,1,0,0
45,40,0,0,1,1,0
35,40,0,0,1,0,1
55,44,0,1,1,0,0
59,40,0,1,1,0,1
22,55,0,0,1,1,0
46,35,1,0,0,1,0
23,40,0,0,1,0,0
47,45,0,1,1,0,1
51,40,0,0,1,0,0
40,50,0,1,1,0,0
24,12,0,0,1,0,0
20,72,0,0,1,0,0
44,50,0,0,1,0,0
26,40,0,0,1,0,0
35,38,0,0,1,1,0
40,50,0,0,1,0,0
49,40,0,1,1,0,0
32,45,0,0,1,0,0
28,40,0,0,1,1,0
51,60,1,1,1,0,1
62,50,0,1,1,0,1
47,40,0,1,1,0,1
36,3,0,0,1,1,0
44,40,0,0,1,0,0
18,20,0,0,1,1,0
46,40,0,1,1,0,1
32,40,0,0,1,0,0
51,30,0,0,0,1,0
48,45,0,1,1,0,1
28,40,0,0,0,1,0
57,60,0,1,1,0,1
33,40,0,1,1,0,0
42,15,0,0,1,0,0
17,40,0,0,1,0,0
63,40,0,0,0,0,0
31,55,0,1,1,0,1
34,30,1,0,1,0,0
35,40,0,0,1,0,0
20,40,0,0,1,0,0
36,40,0,0,1,1,0
24,24,0,0,1,1,0
33,50,0,1,0,0,1
36,40,0,1,1,0,0
31,40,0,0,1,1,0
29,40,0,0,1,1,0
47,60,0,1,1,0,1
30,75,0,1,1,0,1
34,50,0,1,1,0,0
23,40,0,0,1,1,0
33,40,0,0,1,0,0
59,40,0,0,1,1,0
67,40,0,0,1,0,0
26,40,0,0,1,0,0
24,39,0,0,1,0,0
44,40,0,0,1,0,0
31,40,0,1,1,0,1
28,60,0,1,1,0,0
19,20,0,0,1,1,0
31,40,0,0,1,1,1
20,40,0,0,1,1,0
64,15,0,0,1,1,0
47,40,0,0,1,1,1
36,35,0,0,1,1,0
48,44,0,1,1,0,1
22,35,0,0,0,1,0
56,40,0,0,1,0,0
22,50,0,0,1,0,0
37,99,0,1,1,0,1
57,35,0,0,1,1,0
38,50,0,1,1,0,1
34,40,0,0,0,1,0
22,40,0,0,0,1,0
38,40,0,0,1,1,0
32,45,0,0,1,0,1
29,40,0,0,0,1,0
56,40,0,1,1,0,0
42,35,0,0,1,1,1
66,40,0,0,1,0,0
71,33,0,0,1,1,0
20,40,0,0,1,0,0
25,36,0,0,1,0,0
20,40,0,0,1,1,0
61,50,0,1,1,0,1
24,40,0,0,1,1,0
51,40,0,0,0,1,0
27,40,0,0,1,0,0
41,40,0,0,1,1,1
31,40,0,0,1,0,0
39,16,0,0,0,1,0
36,40,0,1,0,0,0
51,40,0,1,1,0,0
52,40,0,0,1,1,0
49,40,0,1,1,0,1
43,40,0,1,1,0,0
45,60,0,1,1,0,1
49,40,0,0,1,0,0
19,40,0,0,1,1,0
44,40,0,1,1,0,0
67,40,0,1,1,0,0
58,45,0,1,1,0,1
36,40,0,1,1,0,1
61,40,0,1,1,0,1
55,40,0,0,0,1,0
35,40,0,0,1,0,0
35,38,0,0,0,1,0
20,10,0,0,1,1,0
51,40,0,0,0,1,0
23,40,0,0,1,0,0
39,24,0,1,1,0,0
36,40,0,0,1,1,0
47,45,0,1,1,0,1
27,80,0,0,1,0,1
29,40,0,1,1,0,0
21,40,0,0,1,0,0
18,20,0,0,1,1,0
24,20,0,0,1,0,0
39,40,0,1,1,0,1
51,40,0,1,1,0,0
47,40,0,1,1,0,1
62,30,0,0,1,1,0
49,40,0,1,1,0,1
20,40,0,1,1,0,0
24,40,0,0,1,0,0
25,40,0,0,1,1,0
54,40,0,1,1,0,0
25,40,0,0,1,0,0
20,45,0,0,1,1,0
43,55,0,0,1,1,1
26,38,0,0,1,0,0
24,40,0,1,1,0,0
18,20,0,0,0,0,0
45,25,0,1,1,0,0
26,40,0,0,1,0,0
47,40,0,0,1,0,0
54,40,0,1,1,0,0
21,40,0,0,0,0,0
29,99,0,0,1,1,0
68,15,0,1,1,0,0
28,30,0,0,1,0,0
46,40,0,0,1,1,1
35,48,0,0,0,1,0
50,25,0,0,1,0,0
48,40,0,0,1,0,0
17,40,0,0,1,0,0
59,50,0,1,1,0,1
23,40,0,0,0,0,0
53,30,0,0,1,1,0
50,40,1,1,1,0,1
52,48,0,1,0,0,0
38,50,0,1,1,0,0
43,50,1,1,1,0,1
35,32,0,0,1,1,0
41,50,0,1,1,0,1
22,40,0,0,1,0,0
39,60,0,1,1,0,1
45,40,1,1,1,0,1
31,42,0,0,1,1,0
40,40,0,1,1,0,1
47,20,0,1,1,0,0
53,60,0,1,1,0,1
33,52,0,0,0,0,1
24,20,0,0,1,1,0
34,40,0,0,1,1,0
46,50,0,1,1,0,1
29,60,0,1,1,0,0
61,32,0,0,1,1,1
31,40,0,1,1,0,0
29,40,0,0,0,0,0
42,40,0,0,1,0,0
50,40,0,1,1,0,0
34,40,0,0,1,1,0
39,40,0,1,1,0,0
74,20,0,1,0,0,0
40,40,0,1,1,0,0
75,50,0,1,1,0,1
40,40,0,0,1,1,1
36,40,0,1,1,0,0
61,40,0,1,1,0,1
28,40,0,0,1,1,1
19,18,0,0,1,1,0
36,32,0,0,0,1,0
50,40,0,0,1,1,0
47,40,0,0,0,1,1
60,40,0,0,1,0,0
30,30,1,0,0,0,0
32,50,0,1,1,0,1
45,35,1,0,1,1,1
51,40,0,1,1,0,1
68,45,0,1,1,0,0
32,50,0,0,1,1,0
63,4,0,1,1,0,0
31,40,0,0,0,1,0
58,20,0,0,1,1,0
32,60,0,1,1,0,1
32,40,0,0,1,0,0
40,80,0,0,1,0,0
50,55,0,1,1,0,1
38,40,0,0,1,0,0
30,40,0,1,1,0,0
21,40,0,0,1,1,0
28,40,0,0,1,1,1
32,36,0,0,1,1,0
25,45,0,0,1,0,0
59,40,0,1,1,0,1
49,40,0,0,1,0,0
36,40,0,0,1,0,0
46,30,0,0,1,1,0
37,60,0,1,1,0,1
48,40,0,1,0,0,1
43,44,0,1,1,0,0
41,40,0,1,1,0,1
54,40,0,1,1,0,0
36,4,0,0,1,1,0
29,40,0,0,0,1,0
66,40,0,1,1,0,0
59,50,0,0,1,0,0
62,40,0,1,1,0,1
28,45,0,1,1,0,1
27,60,0,1,1,0,1
42,40,0,1,1,0,1
60,46,0,1,1,0,1
58,50,1,1,1,0,1
27,40,0,1,1,0,0
45,40,0,0,1,1,0
50,40,0,1,1,0,1
43,40,0,1,0,0,0
39,50,0,0,1,0,0
21,20,0,0,1,0,0
24,70,0,1,0,0,0
59,30,0,1,1,0,0
36,40,0,1,1,0,1
72,4,0,0,0,1,0
33,40,0,0,1,0,0
30,45,0,0,0,1,0
40,50,0,0,1,0,1
26,55,0,1,1,0,0
37,40,0,0,0,0,0
68,20,0,0,1,1,0
45,72,0,1,1,0,1
56,40,0,1,1,0,0
36,40,0,0,1,1,0
50,50,0,1,1,0,1
38,40,0,1,1,0,0
29,41,0,1,1,0,0
28,28,0,0,1,1,0
39,50,0,1,1,0,0
26,40,0,0,1,0,0
52,65,0,0,1,0,1
52,40,0,0,1,0,0
84,13,0,0,1,1,0
33,10,0,0,1,1,0
46,50,0,1,1,0,1
30,35,0,0,1,1,0
66,8,0,0,1,1,0
31,40,0,1,0,0,1
31,40,0,1,1,0,1
39,40,0,1,1,0,0
27,40,0,0,1,1,0
37,40,0,0,0,1,0
38,40,0,0,1,1,0
25,40,0,0,1,0,0
48,40,0,0,1,1,0
45,50,1,1,1,0,1
22,40,0,0,1,0,0
21,40,0,0,1,0,0
44,40,0,0,1,1,0
60,50,0,0,0,0,0
21,6,0,0,1,1,0
51,48,0,1,1,0,0
30,40,0,0,1,0,0
46,40,0,0,1,0,0
43,45,0,1,1,0,1
57,48,0,0,0,0,0
48,40,1,1,1,0,1
68,40,0,1,1,0,0
33,24,0,0,1,0,0
22,40,0,0,1,0,0
18,7,0,0,1,0,0
28,50,0,0,1,0,0
56,42,0,0,1,0,0
36,50,0,1,1,0,0
34,55,0,1,1,0,0
18,40,0,0,1,1,0
39,40,0,0,0,0,0
25,40,0,0,1,1,0
27,35,0,0,1,0,0
56,60,1,0,1,0,0
33,40,0,1,1,0,0
49,60,0,1,0,0,1
44,84,0,1,1,0,0
30,45,0,0,1,0,1
27,50,0,0,1,0,0
25,40,0,0,1,0,1
30,40,0,0,1,0,0
38,40,0,1,1,0,0
46,40,0,0,1,1,0
37,20,0,0,1,1,0
62,40,0,1,1,0,1
55,40,0,1,1,0,0
47,40,0,0,1,0,0
45,14,0,0,1,1,0
50,40,0,1,1,0,0
36,40,0,0,1,0,0
45,20,0,0,1,1,0
23,38,0,0,1,0,0
37,50,0,1,1,0,1
38,55,0,1,1,0,1
27,40,0,0,0,0,0
29,50,0,0,1,1,0
45,40,1,0,1,1,0
41,55,0,1,1,0,1
38,20,0,0,1,1,0
27,40,0,0,1,0,0
44,40,0,0,1,0,0
28,40,0,1,0,0,1
32,45,0,1,1,0,1
43,55,1,1,1,0,0
45,40,0,0,0,1,0
52,40,0,1,1,0,1
24,35,0,0,1,0,0
19,40,0,0,1,0,0
47,40,0,1,1,0,1
53,50,0,0,1,0,1
31,40,0,1,1,0,1
30,40,0,0,1,0,0
56,40,0,1,1,0,0
49,40,0,1,1,0,1
38,40,0,1,1,0,0
19,18,0,0,1,0,0
39,40,0,1,1,0,0
38,40,0,1,1,0,0
47,55,0,1,1,0,1
58,40,0,1,1,0,0
27,40,0,0,0,0,0
59,40,1,0,1,0,1
24,47,0,0,1,0,0
42,40,0,1,1,0,0
53,60,1,1,1,0,1
35,50,0,1,1,0,0
33,48,0,0,1,0,0
29,40,0,1,1,0,0
43,40,0,1,1,0,0
35,50,0,1,1,0,1
45,40,1,0,1,1,0
43,40,0,0,1,1,0
27,30,0,0,1,0,0
21,40,0,0,1,0,0
63,4,0,0,1,1,0
39,40,0,1,1,0,1
52,55,0,1,1,0,1
41,40,0,0,1,1,0
48,70,0,1,1,0,1
27,35,0,0,1,1,0
53,40,0,0,1,0,0
33,50,0,1,1,0,0
37,35,0,0,1,0,0
18,40,0,0,1,1,0
43,24,0,0,0,1,1
20,40,0,0,1,1,0
47,50,0,1,1,0,1
36,70,0,1,1,0,0
41,45,0,1,1,0,1
67,40,0,1,1,0,0
47,25,1,0,0,0,0
39,40,0,1,1,0,0
36,35,0,0,0,0,0
24,40,0,1,0,0,0
50,84,0,1,1,0,0
21,30,0,0,1,1,0
40,40,0,0,1,0,0
19,25,0,0,1,1,0
38,40,0,0,1,1,0
34,50,0,1,1,0,0
44,50,0,0,1,0,0
20,25,0,0,1,1,0
49,10,0,0,1,1,0
45,50,0,1,1,0,1
24,40,0,0,1,0,0
34,40,0,0,1,0,0
58,72,0,1,1,0,1
39,45,0,1,1,0,0
22,40,0,0,1,0,0
38,32,0,0,1,1,1
32,50,0,1,1,0,1
45,48,0,0,1,0,0
23,45,0,1,0,0,0
35,45,0,1,1,0,0
52,45,0,1,1,0,1
55,40,0,0,1,0,0
23,40,0,0,1,0,0
22,25,0,0,0,1,0
27,40,0,1,1,0,0
24,15,0,0,1,1,0
21,40,0,0,1,0,0
49,35,0,0,1,1,0
32,40,0,1,1,0,0
64,24,0,0,1,1,0
37,50,0,0,1,0,0
44,40,0,0,1,1,1
53,52,0,1,1,0,1
43,50,1,0,1,0,1
60,40,0,1,1,0,1
23,40,0,0,1,1,0
29,40,0,0,1,1,0
20,40,0,0,1,1,0
27,40,0,1,1,0,0
23,40,0,0,1,1,0
18,27,0,0,1,1,0
23,32,0,1,1,0,0
59,60,0,0,1,0,0
46,37,0,0,1,1,0
66,40,0,0,1,0,0
46,38,1,1,0,0,1
36,23,0,0,1,1,0
44,40,0,0,1,1,0
17,20,0,0,1,0,0
27,45,0,0,1,0,0
32,40,0,1,1,0,1
53,40,0,0,0,0,0
22,98,0,0,1,0,0
30,40,0,0,1,1,0
47,30,0,1,1,0,0
68,40,0,1,1,0,1
39,40,0,1,1,0,0
22,40,0,0,1,1,0
62,40,0,1,1,0,1
20,35,0,0,1,1,0
30,75,0,1,1,0,0
25,40,0,0,1,1,0
23,21,0,0,1,1,0
40,40,0,0,1,0,0
26,40,0,0,0,0,0
57,40,0,1,1,0,1
36,60,0,1,1,0,1
43,40,0,0,0,1,0
49,40,0,0,1,0,0
58,40,0,1,1,0,1
32,40,0,0,0,0,0
59,45,0,1,1,0,1
42,40,0,0,1,1,0
40,45,0,1,1,0,1
47,40,0,1,1,0,0
56,45,0,1,1,0,1
30,40,0,0,1,1,0
42,35,0,0,0,1,0
21,40,0,0,1,0,0
47,40,0,0,1,1,0
22,20,0,0,1,0,0
35,40,0,0,1,1,1
41,40,0,0,0,1,0
43,53,0,1,1,0,0
60,55,0,1,1,0,0
73,30,0,1,1,0,1
62,38,0,1,1,0,0
28,40,0,1,1,0,0
45,40,0,1,1,0,0
19,45,0,0,1,0,0
30,35,0,0,1,0,0
19,52,0,0,0,1,0
23,80,0,0,0,0,0
22,10,0,0,1,0,0
19,28,0,0,1,1,0
26,25,0,0,0,1,0
42,40,0,1,1,0,1
62,35,0,1,1,0,0
61,40,0,1,1,0,0
34,60,0,0,0,0,1
22,53,0,0,1,1,0
56,40,1,1,1,0,1
32,40,0,1,1,0,0
24,40,0,0,1,0,0
26,40,0,0,1,0,0
32,45,0,0,0,1,0
58,40,0,0,1,0,0
25,35,0,0,1,1,1
23,25,0,0,1,1,0
23,40,0,1,1,0,0
54,40,0,1,1,0,0
28,35,0,0,1,1,0
35,40,0,1,1,0,1
30,25,0,1,1,0,1
23,40,0,1,1,0,0
42,50,0,1,1,0,1
72,20,0,0,1,1,0
21,40,0,1,1,0,0
37,40,0,0,1,0,0
54,40,0,0,1,1,0
58,45,1,0,1,1,0
32,40,0,0,1,0,0
65,15,0,0,1,1,0
65,20,0,0,1,1,0
33,35,0,0,1,1,0
35,65,0,0,1,0,0
27,40,0,0,1,1,0
34,42,0,0,0,0,0
53,70,0,1,1,0,0
43,40,0,0,1,1,1
58,40,0,1,1,0,0
38,40,0,0,1,0,0
26,50,0,1,1,0,0
60,50,0,1,1,0,1
28,50,0,1,1,0,0
33,30,0,0,1,1,0
29,40,0,1,1,0,0
54,50,0,0,1,1,1
41,36,0,1,1,0,0
63,50,0,0,1,0,0
31,27,0,0,1,1,0
23,25,0,0,0,1,0
41,45,0,1,1,0,1
51,40,0,1,1,0,1
59,40,0,1,1,0,1
23,45,0,0,1,1,0
24,45,0,0,0,0,0
67,20,0,0,1,1,0
65,35,0,0,1,1,0
47,40,0,1,1,0,1
38,40,0,1,1,0,0
55,40,0,0,1,1,0
39,40,1,0,1,1,0
38,40,0,1,1,0,1
19,24,0,0,1,0,0
32,50,0,1,1,0,0
63,60,0,1,1,0,1
18,30,0,0,1,1,0
36,45,0,1,1,0,0
41,40,0,0,0,0,0
57,40,0,0,1,0,0
48,40,0,1,1,0,0
44,40,0,0,1,1,0
48,50,0,1,1,0,0
20,8,0,0,1,1,0
74,55,0,1,1,0,0
44,40,0,0,1,1,0
26,40,0,0,1,1,0
54,40,0,1,1,0,0
39,48,0,1,1,0,1
38,40,0,0,1,1,0
18,40,0,0,1,1,0
24,40,0,0,1,0,0
28,40,0,1,1,0,0
28,30,0,0,0,0,0
49,40,0,1,1,0,0
50,40,0,1,1,0,0
58,50,0,1,1,0,0
68,15,0,0,1,1,0
41,40,0,1,0,0,1
21,40,0,0,1,1,0
27,50,0,1,1,0,1
24,40,0,0,1,0,0
50,40,0,0,1,1,0
47,44,0,0,1,1,0
64,40,0,0,1,0,1
54,40,0,0,1,1,0
28,30,0,0,0,1,0
26,40,1,0,1,1,0
35,42,0,0,1,0,0
48,15,0,1,1,0,0
50,40,0,0,1,1,0
39,40,0,0,1,1,0
46,45,0,0,1,0,1
41,48,0,0,0,1,0
24,40,0,1,1,0,0
57,40,0,0,1,0,0
55,40,0,1,1,0,1
41,80,0,0,1,0,0
69,40,0,0,0,1,0
22,40,0,0,0,1,0
45,40,0,1,1,0,0
33,40,0,0,0,0,0
57,40,0,0,1,1,0
38,65,0,1,0,0,1
40,50,0,1,1,0,0
48,40,0,0,1,1,0
38,35,0,0,0,1,0
26,60,0,0,1,1,0
24,40,0,0,1,0,0
35,20,0,0,0,1,0
37,75,0,1,1,0,1
42,40,0,0,1,0,0
37,40,0,0,1,1,1
37,50,0,0,1,1,0
22,40,0,1,1,0,0
45,40,0,1,1,0,1
29,50,0,0,1,0,1
23,25,0,0,0,1,0
24,40,0,0,1,0,0
25,40,0,0,1,1,0
58,32,0,0,1,1,0
28,60,0,0,1,0,0
58,35,0,0,1,1,1
18,16,0,0,1,0,0
39,40,0,0,1,1,0
53,50,0,1,1,0,1
54,65,0,0,1,1,0
51,50,0,1,1,0,1
59,55,1,1,1,0,1
42,40,0,0,1,0,1
36,40,0,0,1,1,0
37,60,0,0,1,1,0
32,40,0,0,1,0,0
38,50,0,1,1,0,0
19,30,0,0,1,1,0
55,48,0,0,1,1,0
30,40,0,0,1,0,0
27,50,0,1,1,0,1
65,25,0,1,1,0,0
44,5,0,0,1,1,0
23,50,0,0,1,0,0
32,50,0,1,1,0,0
60,20,0,0,1,1,0
29,16,0,0,1,0,0
57,40,0,1,1,0,0
41,60,0,0,1,0,0
34,60,0,1,1,0,0
44,42,0,0,1,1,0
44,40,0,0,1,0,0
57,22,0,1,1,0,0
37,30,0,0,1,0,0
35,16,0,1,1,0,1
27,45,0,0,1,0,0
41,40,0,0,1,1,1
28,8,0,0,1,0,0
37,60,0,1,1,0,0
18,8,0,0,1,0,0
24,20,0,0,1,1,0
53,40,0,0,1,1,0
40,48,0,0,1,0,0
54,60,0,0,1,0,0
22,40,0,0,1,1,0
44,30,0,0,0,1,0
58,20,0,0,1,1,1
59,45,0,0,1,1,1
31,45,0,1,1,0,1
35,40,0,0,1,0,0
17,20,0,0,1,1,0
45,32,0,0,1,1,0
40,40,0,0,1,0,0
35,45,0,1,1,0,0
25,45,0,0,1,0,0
58,40,0,0,1,0,0
39,50,0,0,1,0,1
23,54,0,1,1,0,0
32,40,0,0,1,1,0
48,44,0,1,1,0,0
43,50,0,1,1,0,1
18,20,0,0,1,0,0
24,40,0,0,1,0,0
58,32,0,0,1,1,0
54,40,1,1,1,0,1
60,40,0,1,1,0,0
28,40,0,1,1,0,0
41,40,0,1,1,0,1
62,35,0,1,0,0,1
30,20,0,0,1,1,0
33,50,0,0,1,0,0
34,45,0,1,1,0,0
20,40,0,0,1,0,0
51,40,0,1,1,0,0
21,25,0,0,0,0,0
50,40,0,1,1,0,1
43,40,0,1,1,0,0
27,40,0,1,1,0,0
19,40,0,0,1,1,0
20,43,0,0,0,0,0
17,6,0,0,1,1,0
47,40,0,0,0,0,0
25,40,0,0,0,1,0
71,20,1,0,1,1,0
21,40,0,0,0,1,0
69,48,0,1,1,0,0
48,40,0,1,1,0,0
57,3,0,0,1,1,0
58,40,0,1,1,0,1
40,40,1,0,1,0,0
28,32,0,0,1,0,0
19,20,0,0,1,1,0
41,40,0,0,1,1,0
28,35,0,0,1,1,0
40,35,0,0,1,1,0
23,30,0,0,0,0,0
46,40,0,0,1,1,1
39,50,1,0,1,0,1
39,50,0,0,1,0,0
45,40,0,0,1,1,0
21,35,0,0,1,1,0
50,40,0,0,1,1,0
33,40,0,1,1,0,0
34,40,0,0,1,1,0
55,32,0,1,1,0,0
62,40,0,0,1,1,0
31,40,0,1,1,0,0
35,40,0,1,1,0,0
30,40,0,0,1,0,0
57,50,0,1,1,0,1
50,55,0,1,0,0,1
51,50,0,1,1,0,0
47,45,0,1,1,0,1
37,45,0,0,1,0,1
39,50,0,0,1,1,1
45,38,0,0,1,1,0
19,40,0,0,1,0,0
42,40,0,1,1,0,1
40,40,0,0,1,0,0
39,50,0,1,1,0,1
36,40,1,1,1,0,1
56,35,0,0,0,1,0
19,15,0,0,1,1,0
37,40,0,1,0,0,1
60,40,0,1,1,0,0
56,40,0,1,1,0,1
51,47,0,1,0,0,0
34,36,0,0,1,1,0
23,10,0,0,1,1,0
19,30,0,0,0,0,0
37,40,0,0,0,1,0
58,40,0,1,1,0,1
33,35,0,0,1,1,0
39,40,0,0,1,0,1
36,40,0,0,1,1,0
22,36,0,0,1,1,0
32,40,1,0,1,0,0
17,15,0,0,1,0,0
57,40,0,0,1,1,0
68,20,0,0,0,1,0
70,40,0,1,1,0,0
30,40,0,0,1,0,0
51,40,0,1,1,0,0
47,40,0,1,1,0,0
41,55,0,1,1,0,1
36,40,0,1,1,0,1
30,40,0,1,1,0,1
26,45,0,1,1,0,0
41,20,0,0,1,0,0
25,45,0,1,1,0,0
62,40,0,1,1,0,0
23,40,1,0,1,0,0
26,10,0,0,1,1,0
25,40,0,0,0,0,0
30,45,0,0,1,1,0
48,40,0,0,1,0,0
51,15,0,0,1,1,1
19,10,0,0,1,0,0
31,40,0,0,1,0,0
36,50,0,1,1,0,1
21,40,0,0,1,1,0
40,40,0,0,0,0,0
30,40,0,0,0,0,0
28,40,0,0,1,0,0
57,40,0,1,0,0,1
18,15,0,0,1,0,0
54,40,0,1,1,0,1
32,40,0,1,0,0,0
52,40,1,0,1,0,0
27,40,0,0,1,1,0
18,20,0,0,1,0,0
37,35,0,0,1,0,0
52,40,0,1,0,0,1
59,50,0,0,0,0,0
27,40,0,0,1,0,0
43,40,0,1,1,0,0
56,40,0,1,1,0,1
44,72,0,1,1,0,0
37,45,0,0,1,0,0
28,50,0,0,1,0,1
48,25,0,0,1,1,0
58,50,0,1,1,0,0
29,45,0,1,1,0,0
37,40,0,1,1,0,0
35,50,0,1,1,0,1
36,38,0,0,1,0,0
52,48,0,1,1,0,0
30,40,0,0,1,0,0
22,40,0,0,1,0,0
55,60,0,1,1,0,0
61,38,0,0,1,1,1
33,30,0,0,1,0,0
46,50,0,1,1,0,0
64,16,0,0,1,1,0
19,42,0,0,1,1,0
43,40,0,1,1,0,1
56,42,0,1,1,0,1
24,40,0,0,1,0,0
40,60,0,1,1,0,0
45,50,0,1,1,0,1
56,40,1,0,1,1,0
35,40,0,0,1,1,0
36,60,0,1,1,0,1
50,50,0,1,1,0,1
61,21,0,0,0,1,0
31,60,0,0,1,0,0
63,40,0,1,1,0,0
41,40,0,1,1,0,0
48,40,0,1,1,0,0
45,35,0,0,1,1,0
24,40,0,1,1,0,0
27,40,0,0,1,1,0
26,48,0,0,1,0,0
27,40,0,0,1,0,0
55,40,0,1,1,0,0
38,40,0,1,1,0,1
31,40,0,0,1,1,1
51,40,0,1,1,0,1
56,40,0,1,1,0,1
39,40,0,1,1,0,0
50,40,0,1,1,0,1
34,40,0,1,1,0,0
44,50,0,0,1,0,0
21,40,0,0,1,0,0
37,70,0,1,1,0,0
18,30,0,0,1,1,0
34,80,0,1,1,0,0
38,65,0,1,1,0,1
19,12,0,0,1,0,0
46,40,0,1,1,0,0
19,25,0,0,1,1,0
38,50,0,1,1,0,0
33,50,1,0,1,1,1
83,8,0,0,1,0,0
34,40,0,1,1,0,1
38,40,0,1,1,0,0
33,40,0,0,1,1,0
27,40,0,0,0,1,1
38,60,0,1,1,0,0
25,25,0,0,1,0,0
38,40,0,1,1,0,0
52,48,0,1,1,0,1
33,50,1,0,1,0,0
17,20,0,0,1,1,0
28,60,0,0,1,1,0
52,40,0,0,0,1,0
34,40,0,0,1,0,0
25,15,0,0,1,1,0
17,26,0,0,0,0,0
22,80,0,0,0,0,0
22,40,0,0,0,0,0
46,40,0,1,1,0,1
58,40,0,0,0,1,0
39,35,0,0,1,1,0
61,40,0,1,1,0,0
