OverallQual,TotalBsmtSF,CentralAir,GrLivArea,GarageCars,SalePrice,G_Fin,G_RFn,G_Unf,PV_N,PV_P,PV_Y
5,1216,1,1526,1,144500,0,0,1,0,0,1
8,1065,1,1989,2,255000,1,0,0,0,0,1
6,1193,1,1523,2,180000,1,0,0,0,0,1
7,1364,1,1364,2,185850,0,1,0,0,0,1
7,973,1,1850,2,248000,1,0,0,0,0,1
9,1104,1,2184,3,335000,1,0,0,0,0,1
6,854,1,1991,2,220000,0,0,1,0,0,1
8,1338,1,1338,2,213500,1,0,0,0,0,1
3,894,1,894,3,81000,0,1,0,0,0,1
5,662,0,2337,2,90000,0,0,1,0,0,1
6,1103,1,1103,2,110500,0,0,1,0,0,1
5,1154,1,1154,2,154000,0,1,0,0,0,1
7,1306,1,2260,2,328000,0,1,0,0,0,1
6,799,1,1571,2,178000,0,1,0,0,0,1
6,780,1,1611,2,167900,0,1,0,0,0,1
6,942,1,2521,2,151400,1,0,0,0,0,1
5,845,1,893,2,135000,0,0,1,0,0,1
5,1048,1,1048,1,135000,0,0,1,0,0,1
6,727,1,1556,2,154000,0,0,1,0,0,1
5,810,1,1456,1,91500,0,0,1,0,1,0
6,690,1,1426,2,159500,1,0,0,0,0,1
7,1240,1,1240,3,194000,0,1,0,0,0,1
7,800,1,1740,1,219500,0,0,1,0,0,1
5,796,1,1466,2,170000,0,0,1,0,0,1
5,1096,1,1096,1,138800,1,0,0,0,0,1
6,848,1,848,2,155900,0,1,0,0,0,1
5,990,1,990,1,126000,0,0,1,0,0,1
6,1258,1,1258,2,145000,0,1,0,0,0,1
5,1040,1,1040,1,133000,1,0,0,0,0,1
7,1459,1,1459,2,192000,0,1,0,0,0,1
6,1251,1,1251,1,160000,0,1,0,0,0,1
6,691,1,1498,2,187500,1,0,0,0,0,1
6,936,1,996,2,147000,0,0,1,0,0,1
4,546,1,1092,1,83500,0,1,0,0,0,1
8,1082,1,1953,3,252000,0,1,0,0,0,1
7,970,1,1709,2,137500,0,0,1,0,0,1
8,1247,1,1247,2,197000,1,0,0,0,0,1
3,0,0,1040,2,92900,0,0,1,0,0,1
7,600,1,1252,2,160000,0,0,1,0,0,1
6,1181,1,1694,2,136500,0,0,1,0,0,1
5,864,1,1200,2,146000,0,0,1,0,0,1
5,936,1,936,1,129000,1,0,0,0,0,1
6,1314,1,1314,2,176432,0,1,0,0,0,1
6,684,1,1355,0,127000,0,0,0,0,0,1
8,1074,1,1088,2,170000,0,1,0,0,0,1
4,672,1,1324,1,128000,0,0,1,0,0,1
7,1271,1,1601,2,157000,0,1,0,0,0,1
2,290,0,438,1,60000,0,0,1,1,0,0
5,950,1,950,1,119500,0,0,1,0,0,1
5,1010,1,1134,1,135000,0,1,0,0,0,1
6,655,1,1194,2,159500,1,0,0,0,0,1
5,630,1,1302,2,106000,0,0,1,0,0,1
8,1463,1,2622,2,325000,0,1,0,0,0,1
7,910,1,1442,2,179900,1,0,0,0,0,1
7,868,1,2021,2,274725,0,1,0,0,0,1
6,924,1,1690,2,181000,0,1,0,0,0,1
8,1836,1,1836,3,280000,1,0,0,0,0,1
6,773,1,1658,2,188000,1,0,0,0,0,1
7,803,1,1964,2,205000,0,1,0,0,0,1
5,816,1,816,1,129900,0,0,1,0,0,1
5,1008,1,1008,1,134500,0,0,1,0,0,1
5,833,1,833,1,117000,0,0,1,0,0,1
8,1734,1,1734,3,318000,0,1,0,0,0,1
8,408,1,1419,2,184100,1,0,0,0,0,1
5,894,1,894,2,130000,0,1,0,0,0,1
5,533,1,1601,1,140000,0,1,0,0,0,1
5,1040,1,1040,1,133700,0,1,0,0,0,1
6,1012,1,1012,1,118400,0,0,1,0,0,1
7,1552,1,1552,3,212900,0,1,0,0,0,1
4,672,1,960,1,112000,0,0,1,0,0,1
5,698,1,698,0,118000,0,0,0,0,0,1
7,384,1,1482,2,163900,1,0,0,0,0,1
4,1005,1,1005,2,115000,0,0,1,0,0,1
7,1373,1,1555,3,174000,1,0,0,0,0,1
7,1530,1,1530,3,259000,1,0,0,0,0,1
7,847,1,1959,2,215000,1,0,0,0,0,1
5,936,1,936,2,140000,0,0,1,0,0,1
4,1122,1,1981,2,135000,0,0,1,0,0,1
5,974,1,974,0,93500,0,0,0,0,0,1
6,1008,1,2210,1,117500,0,0,1,1,0,0
8,1128,1,2020,2,239500,0,1,0,0,0,1
6,916,1,1600,2,169000,1,0,0,0,0,1
6,960,0,986,1,102000,0,0,1,0,0,1
6,1032,1,1252,1,119000,0,0,1,0,0,1
5,780,0,1020,0,94000,0,0,0,1,0,0
6,1567,1,1567,2,196000,0,1,0,0,0,1
5,915,1,1167,2,144000,0,0,1,0,0,1
5,952,1,952,2,139000,0,0,1,0,0,1
5,780,1,1868,2,197500,0,0,1,0,0,1
8,1466,1,2828,3,424870,0,1,0,0,0,1
5,1006,1,1006,0,80000,0,0,0,0,0,1
4,672,0,924,1,80000,0,0,1,0,0,1
5,1042,1,1576,1,149000,0,0,1,0,0,1
6,1298,1,1298,2,180000,0,0,1,0,0,1
7,704,1,1564,1,174500,0,0,1,0,0,1
7,572,1,1111,1,116900,0,0,1,0,0,1
7,650,1,1482,2,143000,0,0,1,0,0,1
6,932,1,932,1,124000,0,0,1,0,0,1
5,1466,1,1466,2,149900,1,0,0,0,0,1
6,1073,1,1811,2,230000,1,0,0,0,0,1
6,816,1,816,1,120500,0,0,1,0,0,1
7,864,1,1820,2,201800,0,0,1,0,0,1
5,1437,1,1437,2,218000,0,1,0,0,0,1
5,1219,1,1265,2,179900,0,1,0,0,0,1
7,1314,1,1314,2,230000,0,1,0,0,0,1
8,1580,1,1580,3,235128,0,1,0,0,0,1
6,901,1,1876,2,185000,0,1,0,0,0,1
6,855,1,1456,2,146000,0,0,1,0,0,1
6,1296,1,1640,2,224000,0,0,1,0,0,1
5,894,1,894,2,129000,1,0,0,0,0,1
4,1198,1,1258,2,108959,0,0,1,0,0,1
5,1360,1,1432,2,194000,0,0,1,0,0,1
7,1502,1,1502,2,233170,0,1,0,0,0,1
8,1694,1,1694,3,245350,0,1,0,0,0,1
6,959,1,1671,2,173000,1,0,0,0,0,1
6,1127,1,2108,2,235000,0,0,1,0,0,1
10,1930,1,3627,3,625000,1,0,0,0,0,1
6,1096,1,1118,1,171000,1,0,0,0,0,1
6,1261,1,1261,2,163000,0,1,0,0,0,1
7,625,1,1250,2,171900,1,0,0,0,0,1
5,1598,1,3086,0,200500,0,0,0,0,0,1
6,952,1,2345,2,239000,0,0,1,0,0,1
8,1683,1,2872,2,285000,1,0,0,0,0,1
5,876,1,923,1,119500,0,0,1,0,0,1
6,818,1,1224,1,115000,0,0,1,1,0,0
5,731,1,1343,1,154900,0,0,1,0,0,1
5,0,1,1124,0,93000,0,0,0,1,0,0
7,1216,1,2514,2,250000,1,0,0,0,0,1
8,1600,1,1652,2,392500,1,0,0,0,0,1
10,2396,1,4476,3,745000,1,0,0,0,0,1
5,1120,1,1130,2,120000,0,0,1,0,0,1
5,1572,1,1572,3,186700,0,1,0,0,0,1
5,784,1,1221,1,104900,0,0,1,0,0,1
3,978,1,1699,2,95000,0,0,1,0,0,1
8,1624,1,1624,3,262000,0,1,0,0,0,1
7,831,1,1660,2,195000,0,1,0,0,0,1
7,994,1,1804,2,189000,1,0,0,0,0,1
4,1249,1,1622,4,168000,1,0,0,0,0,1
8,776,1,1441,2,174000,0,0,1,0,0,1
5,702,1,1472,1,125000,0,0,1,0,1,0
6,1224,1,1224,2,165000,1,0,0,0,0,1
6,663,1,1352,1,158000,1,0,0,0,0,1
6,728,1,1456,2,176000,1,0,0,0,0,1
7,879,1,1863,3,219210,1,0,0,0,0,1
7,815,1,1690,1,144000,0,0,1,0,0,1
7,1212,1,1212,2,178000,0,1,0,0,0,1
4,1051,1,1382,2,148000,0,0,1,0,0,1
4,864,1,864,1,116050,0,0,1,0,0,1
7,866,1,1779,2,197900,0,1,0,0,0,1
5,884,1,1348,1,117000,0,0,1,1,0,0
7,1630,1,1630,2,213000,0,0,1,0,0,1
5,1056,1,1074,2,153500,0,1,0,0,0,1
7,2158,1,2196,3,271900,0,1,0,0,0,1
4,1056,1,1056,1,107000,0,0,1,0,0,1
6,1682,1,1700,2,200000,0,1,0,0,0,1
5,931,1,1283,2,140000,0,0,1,0,0,1
8,1660,1,1660,2,290000,0,1,0,0,0,1
6,1055,1,1845,2,189000,0,1,0,0,0,1
8,559,1,1752,2,164000,0,1,0,0,0,1
4,672,1,672,1,113000,0,0,1,1,0,0
4,648,1,960,1,145000,0,0,1,0,0,1
5,925,1,999,1,134500,0,0,1,0,0,1
5,894,1,894,1,125000,0,1,0,0,0,1
6,0,1,1902,2,112000,0,0,1,0,0,1
8,1300,1,1314,2,229456,0,1,0,0,0,1
4,0,0,912,0,80500,0,0,0,1,0,0
6,672,1,1218,0,91500,0,0,0,1,0,0
5,912,1,912,1,115000,0,0,1,0,0,1
5,952,1,1211,1,134000,0,0,1,0,0,1
6,1040,1,1846,1,143000,0,0,1,0,0,1
5,2136,0,2136,2,137900,0,0,1,0,0,1
7,788,1,1490,2,184000,1,0,0,0,0,1
6,588,1,1138,1,145000,0,1,0,0,0,1
6,894,1,1933,3,214000,1,0,0,0,0,1
5,912,1,912,2,147000,0,0,1,0,0,1
9,1702,1,1702,3,367294,1,0,0,0,0,1
5,1075,1,1507,1,127000,0,0,1,0,0,1
5,1361,1,2620,2,190000,0,1,0,1,0,0
5,1106,1,1190,2,132500,0,0,1,0,0,1
4,0,1,1224,2,101800,0,0,1,0,0,1
5,1188,1,1188,2,142000,0,1,0,0,0,1
5,940,0,1964,0,130000,0,0,0,1,0,0
5,747,1,1784,1,138887,0,0,1,1,0,0
7,764,1,1626,2,175500,0,1,0,0,0,1
7,847,1,1948,2,195000,1,0,0,0,0,1
6,1141,1,1141,2,142500,0,0,1,0,0,1
8,1476,1,1484,2,265900,0,1,0,0,0,1
7,884,1,1768,2,224900,0,1,0,0,0,1
7,1689,1,1689,3,248328,0,1,0,0,0,1
7,1053,1,1173,2,170000,0,1,0,0,0,1
10,2076,1,2076,3,465000,1,0,0,0,0,1
8,792,1,1517,2,230000,0,0,1,0,0,1
6,585,1,1868,2,178000,1,0,0,0,0,1
7,756,1,1553,2,186500,0,1,0,0,0,1
6,1012,1,1034,3,169900,0,0,1,0,0,1
6,735,0,2058,2,129500,0,0,1,0,1,0
5,876,1,988,1,119000,0,0,1,0,0,1
7,2110,1,2110,2,244000,1,0,0,0,0,1
7,1405,1,1405,2,171750,0,1,0,0,0,1
5,864,1,874,1,130000,0,1,0,0,0,1
7,1192,1,2167,2,294000,0,1,0,0,0,1
7,746,1,1656,2,165400,1,0,0,0,0,1
6,884,1,1367,1,127500,0,0,1,0,0,1
8,1986,1,1987,2,301500,1,0,0,0,0,1
5,864,1,864,0,99900,0,0,0,0,0,1
7,856,1,1166,2,190000,1,0,0,0,0,1
6,1054,1,1054,2,151000,0,0,1,0,0,1
6,841,1,1675,2,181000,1,0,0,0,0,1
5,1050,1,1050,1,128900,0,0,1,0,0,1
4,1104,1,1788,1,161500,0,0,1,0,0,1
6,764,1,1824,2,180500,0,0,1,1,0,0
6,1405,1,1337,2,181000,1,0,0,0,0,1
7,691,1,1452,2,183900,0,0,1,0,0,1
7,925,0,1889,1,122000,0,0,1,1,0,0
9,2002,1,2018,3,378500,1,0,0,0,0,1
8,728,1,3447,3,381000,0,0,1,0,0,1
5,874,1,1524,1,144000,0,0,1,0,0,1
7,1332,1,1524,2,260000,1,0,0,0,0,1
6,1489,1,1489,2,185750,0,1,0,0,0,1
5,935,1,935,1,137000,0,0,1,0,0,1
6,1019,1,1357,1,177000,0,1,0,0,0,1
5,661,1,1250,2,139000,0,0,1,0,0,1
5,928,1,1920,2,137000,0,0,1,0,0,1
6,723,1,1395,2,162000,0,0,1,0,0,1
6,1680,1,1724,2,197900,0,1,0,0,0,1
8,1128,1,2031,2,237000,0,1,0,0,0,1
4,698,1,1128,2,68400,0,1,0,0,0,1
7,1573,1,1573,2,227000,0,1,0,0,0,1
7,1309,1,1339,2,180000,1,0,0,0,0,1
5,1040,1,1040,2,150500,0,0,1,0,0,1
6,912,1,1824,0,139000,0,0,0,0,0,1
6,804,1,2447,1,169000,0,0,1,0,0,1
6,780,1,1412,1,132500,0,0,1,0,0,1
6,1328,1,1328,2,143000,0,0,1,0,0,1
5,1624,1,1582,2,190000,0,0,1,1,0,0
8,1501,1,1659,2,278000,1,0,0,0,0,1
8,1085,1,1970,3,281000,1,0,0,0,0,1
5,1152,1,1152,2,180500,0,1,0,0,0,1
5,630,1,1302,1,119500,0,0,1,0,0,1
5,994,0,2372,1,107500,0,1,0,0,0,1
7,832,1,1664,2,162900,0,1,0,0,0,1
5,864,1,864,2,115000,0,0,1,1,0,0
5,1052,1,1052,1,138500,0,1,0,0,0,1
5,1120,1,1128,2,155000,0,1,0,0,0,1
6,547,1,1072,2,140000,1,0,0,0,0,1
10,6110,1,5642,2,160000,1,0,0,0,0,1
5,1246,1,1246,1,154000,0,1,0,0,0,1
7,978,1,1983,2,225000,1,0,0,0,0,1
6,771,1,1494,1,177500,0,0,1,0,1,0
8,1165,1,2526,3,290000,0,1,0,0,0,1
7,1616,1,1616,3,232000,0,1,0,0,0,1
7,976,1,1708,2,130000,0,0,1,0,0,1
9,1652,1,1652,2,325000,1,0,0,0,0,1
7,1368,1,1368,2,202500,0,1,0,0,0,1
5,990,1,990,2,138000,0,0,1,0,0,1
5,924,1,1122,2,147000,0,0,1,0,0,1
6,1278,1,1294,2,179200,0,1,0,0,0,1
7,1902,1,1902,2,335000,1,0,0,0,0,1
7,1274,1,1274,2,203000,0,1,0,0,0,1
8,1453,1,2810,2,302000,0,1,0,0,0,1
9,1393,1,2599,3,333168,1,0,0,0,0,1
4,948,1,948,1,119000,0,0,1,0,0,1
6,952,1,2112,2,206900,0,0,1,0,0,1
8,1622,1,1630,3,295493,0,1,0,0,0,1
7,1352,1,1352,2,208900,0,1,0,0,0,1
8,1753,1,1787,3,275000,0,1,0,0,0,1
4,864,1,948,1,111000,0,0,1,0,0,1
6,1478,1,1478,2,156500,0,1,0,0,0,1
3,0,0,720,1,72500,0,0,1,0,0,1
7,750,1,1923,2,190000,0,1,0,0,0,1
4,420,1,708,0,82500,0,0,0,0,0,1
8,1795,1,1795,3,147000,0,1,0,0,0,1
4,796,0,796,0,55000,0,0,0,1,0,0
3,544,1,774,0,79000,0,0,0,0,0,1
5,816,1,816,1,130500,0,0,1,0,0,1
6,1510,1,2792,2,256000,0,0,1,0,0,1
7,935,1,1632,2,176500,1,0,0,0,0,1
8,1588,1,1588,3,227000,0,1,0,0,0,1
5,911,1,954,2,132500,0,0,1,0,0,1
4,816,1,816,1,100000,0,0,1,0,0,1
5,803,1,1360,1,125500,0,0,1,0,0,1
5,765,1,1365,2,125000,0,0,1,0,0,1
6,1350,1,1334,2,167900,0,1,0,0,0,1
5,1656,1,1656,2,135000,0,0,1,0,0,1
4,693,0,693,0,52500,0,0,0,1,0,0
7,916,1,1861,2,200000,0,1,0,0,0,1
5,864,1,864,1,128500,0,1,0,0,0,1
4,858,1,872,4,123000,0,0,1,0,0,1
6,1114,1,1114,2,155000,0,0,1,0,0,1
8,1284,1,2169,2,228500,0,1,0,0,0,1
6,896,1,1913,2,177000,0,0,1,0,0,1
7,728,1,1456,2,155835,1,0,0,0,0,1
4,960,1,960,1,108500,0,0,1,0,0,1
7,1568,1,2156,2,262500,0,1,0,0,0,1
8,1732,1,1776,3,283463,1,0,0,0,0,1
7,1482,1,1494,2,215000,0,1,0,0,0,1
8,684,0,2358,0,122000,0,0,0,0,0,1
5,1248,1,2634,4,200000,0,0,1,0,0,1
6,858,1,1716,2,171000,1,0,0,0,0,1
6,698,1,1176,2,134900,0,0,1,1,0,0
8,2033,1,3238,3,410000,1,0,0,0,0,1
7,992,1,1865,3,235000,0,1,0,0,0,1
7,570,1,1920,2,170000,0,1,0,0,0,1
5,864,1,892,1,110000,0,1,0,0,0,1
5,1078,1,1078,2,149900,1,0,0,0,0,1
6,756,1,1573,2,177500,0,0,1,0,0,1
9,1980,1,1980,3,315000,1,0,0,0,0,1
5,612,1,2601,2,189000,0,1,0,0,0,1
7,1530,1,1530,2,260000,1,0,0,0,0,1
4,715,1,1738,1,104900,0,0,1,0,0,1
6,616,1,1412,2,156932,1,0,0,0,0,1
7,600,1,1200,2,144152,0,1,0,0,0,1
7,814,1,1674,2,216000,0,1,0,0,0,1
7,873,1,1790,2,193000,0,1,0,0,0,1
5,757,1,1475,1,127000,0,1,0,0,0,1
6,848,1,848,2,144000,1,0,0,0,0,1
8,1657,1,1668,2,232000,1,0,0,0,0,1
4,840,1,1374,1,105000,1,0,0,0,0,1
6,992,1,1661,1,165500,0,1,0,0,0,1
7,1108,1,2097,2,274300,0,1,0,0,0,1
10,2633,1,2633,3,466500,0,1,0,0,0,1
7,1026,1,1958,3,250000,1,0,0,0,0,1
8,1571,1,1571,3,239000,1,0,0,0,0,1
6,768,0,790,1,91000,0,0,1,0,0,1
5,984,1,1604,2,117000,0,0,1,0,0,1
6,483,1,987,1,83000,0,0,1,0,0,1
5,384,1,1394,2,167500,1,0,0,0,0,1
3,864,0,864,1,58500,0,0,1,0,0,1
6,1205,1,2117,2,237500,1,0,0,0,0,1
7,596,1,1762,2,157000,0,0,1,1,0,0
5,816,1,1416,2,112000,0,0,1,1,0,0
6,560,1,1258,1,105000,0,0,1,0,1,0
4,796,1,1154,1,125500,0,0,1,1,0,0
7,1392,1,2784,2,250000,0,1,0,0,0,1
6,714,0,2526,1,136000,0,0,1,0,0,1
9,1746,1,1746,3,377500,1,0,0,0,0,1
6,735,1,1218,2,131000,0,0,1,0,0,1
7,1525,1,1525,2,235000,0,1,0,0,0,1
5,1584,1,1584,3,124000,0,0,1,0,0,1
5,864,1,900,1,123000,0,1,0,0,0,1
6,482,0,1912,2,163000,0,0,1,0,0,1
7,1356,1,1500,3,246578,1,0,0,0,0,1
8,1094,1,2482,3,281213,1,0,0,0,0,1
5,747,1,1687,2,160000,0,0,1,1,0,0
5,939,1,1513,1,137500,0,0,1,1,0,0
5,1208,1,1904,1,138000,0,0,1,0,0,1
6,976,1,1608,1,137450,0,0,1,0,0,1
6,862,1,1158,1,120000,0,1,0,0,0,1
6,839,1,1593,2,193000,1,0,0,0,0,1
7,1286,1,1294,2,193879,0,1,0,0,0,1
8,1485,1,1464,3,282922,0,0,1,0,0,1
3,672,1,1214,3,105000,0,0,1,0,0,1
8,1594,1,1646,2,275000,1,0,0,0,0,1
5,768,1,768,2,133000,0,0,1,0,0,1
5,833,1,833,0,112000,0,0,0,0,0,1
4,622,1,1363,2,125500,0,0,1,0,0,1
7,791,1,2093,2,215000,1,0,0,0,0,1
7,944,1,1840,2,230000,0,1,0,0,0,1
6,856,1,1668,1,140000,0,0,1,0,0,1
4,0,0,1040,2,90000,0,0,1,0,0,1
8,1844,1,1844,2,257000,1,0,0,0,0,1
6,833,1,1848,2,207000,0,0,1,1,0,0
7,1386,1,1569,3,175900,0,1,0,0,0,1
4,777,1,2290,2,122500,0,0,1,1,0,0
8,1284,1,2450,3,340000,1,0,0,0,0,1
5,1144,1,1144,1,124000,0,0,1,0,0,1
6,1844,1,1844,2,223000,0,1,0,0,0,1
6,708,1,1416,2,179900,0,1,0,0,0,1
6,1069,1,1069,2,127500,0,1,0,0,0,1
6,848,1,848,2,136500,1,0,0,0,0,1
6,697,1,2201,2,274970,0,0,1,0,0,1
5,1024,1,1344,1,144000,0,0,1,0,0,1
6,1252,1,1252,2,142000,0,0,1,0,0,1
7,1223,1,2127,2,271000,0,1,0,0,0,1
5,913,1,1558,1,140000,0,0,1,0,0,1
5,788,1,804,1,119000,0,0,1,0,0,1
6,1440,1,1440,2,182900,1,0,0,0,0,1
5,732,1,1838,2,192140,1,0,0,0,0,1
6,958,1,958,2,143750,0,1,0,0,0,1
4,656,1,968,1,64500,0,0,1,0,0,1
6,936,1,1792,2,186500,1,0,0,0,0,1
5,1126,1,1126,2,160000,0,1,0,0,1,0
6,1319,1,1537,2,174000,0,1,0,0,0,1
4,864,1,864,2,120500,0,0,1,0,0,1
8,1932,1,1932,3,394617,1,0,0,0,0,1
6,912,1,1236,2,149700,0,0,1,0,0,1
7,539,1,1725,2,197000,0,1,0,0,0,1
6,588,1,2555,2,191000,1,0,0,0,0,1
6,848,1,848,2,149300,0,1,0,0,0,1
10,1017,1,2007,3,310000,1,0,0,0,0,1
6,952,0,952,1,121000,0,0,1,0,1,0
7,1422,1,1422,2,179600,0,1,0,0,0,1
6,814,1,913,1,129000,0,0,1,0,0,1
5,1188,1,1188,1,157900,0,0,1,0,1,0
8,1220,1,2090,2,240000,0,1,0,0,0,1
4,560,0,1346,1,112000,0,0,1,0,0,1
5,630,1,630,0,92000,0,0,0,0,0,1
5,896,1,1792,0,136000,0,0,0,0,0,1
8,1573,1,1578,3,287090,1,0,0,0,0,1
5,547,1,1072,2,145000,1,0,0,0,0,1
5,1140,1,1140,0,84500,0,0,0,0,0,1
7,1221,1,1221,2,185000,0,1,0,0,0,1
6,953,1,1647,2,175000,0,1,0,0,0,1
6,1542,1,2073,2,210000,0,0,1,0,0,1
7,1152,1,2340,1,266500,0,1,0,0,0,1
5,1078,1,1078,1,142125,0,0,1,0,0,1
5,1256,1,1256,1,147500,1,0,0,0,0,1
