,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,label
399,6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6,1
4690,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9.0,6,1
3875,7.4,0.22,0.27,1.6,0.057,45,98,0.9929899999999999,3.29,0.44,9.9,7,1
2870,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7,1
3195,7.0,0.21,0.42,5.3,0.037000000000000005,36,123,0.99321,3.14,0.52,10.9,6,1
3712,6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5,1
3668,6.5,0.27,0.26,11.0,0.03,2,82,0.9940200000000001,3.07,0.36,11.2,5,1
3880,6.0,0.28,0.24,17.8,0.047,42,111,0.9989600000000001,3.1,0.45,8.9,6,1
3324,6.9,0.17,0.3,2.0,0.047,13,117,0.9915200000000001,3.16,0.51,11.6,6,1
1767,7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,5,1
2695,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6,1
4387,7.1,0.21,0.33,1.2,0.039,34,97,0.9911200000000001,3.11,0.75,11.2,6,1
1602,5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5,1
2992,6.6,0.2,0.27,10.9,0.038,29,130,0.9949600000000001,3.11,0.44,10.5,7,1
3945,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11.0,6,1
110,6.5,0.17,0.54,8.5,0.08199999999999999,64,163,0.9959,2.89,0.39,8.8,6,1
4167,6.3,0.17,0.32,1.0,0.04,39,118,0.9888600000000001,3.31,0.4,13.1,8,1
1948,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,1
2333,6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,8,1
416,7.4,0.21,0.27,1.2,0.040999999999999995,27,99,0.9927,3.19,0.33,9.8,6,1
2309,8.1,0.28,0.34,1.3,0.035,11,126,0.9923200000000001,3.14,0.5,9.8,6,1
1181,7.5,0.42,0.45,9.1,0.028999999999999998,20,125,0.996,3.12,0.36,10.1,6,1
3943,6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6,1
2969,6.7,0.2,0.3,1.4,0.025,17,76,0.9910399999999999,3.11,0.44,11.0,6,1
425,7.0,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,1
1791,6.4,0.33,0.24,1.6,0.054000000000000006,25,117,0.9943,3.36,0.5,9.3,5,1
3922,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,1
356,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9.0,6,1
3270,6.4,0.15,0.29,1.8,0.044000000000000004,21,115,0.99166,3.1,0.38,10.2,5,1
4847,4.4,0.54,0.09,5.1,0.038,52,97,0.9902200000000001,3.41,0.4,12.2,7,1
607,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,1
3918,6.4,0.35,0.28,1.6,0.037000000000000005,31,113,0.98779,3.12,0.4,14.2,7,1
2956,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12.0,6,1
3275,6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4,1
3429,7.1,0.18,0.39,14.5,0.051,48,156,0.9994700000000001,3.35,0.78,9.1,5,1
1031,6.2,0.34,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10.0,6,1
963,6.1,0.19,0.25,4.0,0.023,23,112,0.9923,3.37,0.51,11.6,6,1
227,7.1,0.25,0.32,10.3,0.040999999999999995,66,272,0.9969,3.17,0.52,9.1,6,1
661,6.8,0.25,0.34,14.0,0.032,47,133,0.9952,3.37,0.5,12.2,7,1
4273,5.7,0.22,0.2,16.0,0.044000000000000004,41,113,0.9986200000000001,3.22,0.46,8.9,6,1
537,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9.0,6,1
1342,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,1
2279,7.1,0.4,0.52,1.3,0.14800000000000002,45,149,0.9946799999999999,3.08,0.56,8.7,5,1
4475,5.7,0.22,0.33,1.9,0.036000000000000004,37,110,0.98945,3.26,0.58,12.4,6,1
1309,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6,1
1693,6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,5,1
1901,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5,1
1344,7.3,0.23,0.37,1.9,0.040999999999999995,51,165,0.9908,3.26,0.4,12.2,8,1
4549,6.9,0.28,0.37,9.1,0.037000000000000005,16,76,0.9948,3.05,0.54,11.1,5,1
25,7.0,0.25,0.32,9.0,0.046,56,245,0.9955,3.25,0.5,10.4,6,1
3839,6.2,0.31,0.23,3.3,0.052000000000000005,34,113,0.99429,3.16,0.48,8.4,5,1
4141,6.8,0.28,0.29,11.9,0.052000000000000005,51,149,0.99544,3.02,0.58,10.4,6,1
688,7.2,0.28,0.3,10.7,0.044000000000000004,61,222,0.9972,3.14,0.5,9.1,6,1
4410,5.7,0.24,0.47,6.3,0.069,35,182,0.9939100000000001,3.11,0.46,9.73333333333333,5,1
2220,7.0,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,6,1
575,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6,1
2371,6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,5,1
3352,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,1
3965,7.3,0.38,0.23,6.5,0.05,18,102,0.9930399999999999,3.1,0.55,11.2,4,1
2707,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,1
1037,7.1,0.47,0.24,6.0,0.044000000000000004,11,77,0.9956,3.21,0.56,9.7,5,1
1550,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,1
499,7.2,0.4,0.62,10.8,0.040999999999999995,70,189,0.9976,3.08,0.49,8.6,4,1
841,8.7,0.23,0.32,13.4,0.044000000000000004,35,169,0.99975,3.12,0.47,8.8,7,1
2488,7.9,0.27,0.27,1.7,0.034,25,122,0.9908799999999999,2.97,0.51,11.9,6,1
3678,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,1
4871,5.0,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05,6,1
2769,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5,1
1627,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5,1
3489,6.7,0.28,0.31,7.4,0.040999999999999995,7,81,0.99254,3.04,0.47,11.4,8,1
2968,8.4,0.31,0.31,0.95,0.021,52,148,0.9903799999999999,2.93,0.32,11.5,5,1
3080,8.5,0.19,0.48,1.1,0.026000000000000002,23,58,0.9918399999999999,2.9,0.5,10.5,6,1
275,6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6,1
438,7.4,0.155,0.34,2.3,0.045,73,214,0.9934,3.18,0.61,9.9,7,1
891,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11.0,7,1
4648,6.7,0.61,0.21,1.65,0.11699999999999999,40,240,0.9938,3.11,0.57,9.3,5,1
4407,6.3,0.19,0.32,2.8,0.046,18,80,0.9904299999999999,2.92,0.47,11.05,6,1
470,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3.0,0.73,9.3,6,1
2610,6.3,0.27,0.46,11.1,0.053,44,177,0.9969100000000001,3.18,0.67,9.4,5,1
4217,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,1
2284,7.4,0.33,0.26,15.6,0.049,67,210,0.9990700000000001,3.06,0.68,9.5,5,1
4455,6.0,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9.0,5,1
4739,5.5,0.16,0.31,1.2,0.026000000000000002,31,68,0.9898,3.33,0.44,11.65,6,1
3066,7.4,0.21,0.8,12.3,0.038,77,183,0.9977799999999999,2.95,0.48,9.0,5,1
2658,6.5,0.15,0.44,12.6,0.052000000000000005,65,158,0.9968799999999999,3.26,0.7,10.3,7,1
3612,6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6,1
3055,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6,1
4411,5.8,0.3,0.38,4.9,0.039,22,86,0.9896299999999999,3.23,0.58,13.1,7,1
3235,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,1
632,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6,1
940,6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,5,1
2384,6.9,0.15,0.28,4.4,0.028999999999999998,14,107,0.9934700000000001,3.24,0.46,10.4,8,1
1150,6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,5,1
0,7.4,0.7,0.0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,0
1,7.8,0.88,0.0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8,5,0
2,7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,5,0
3,11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,6,0
4,7.4,0.7,0.0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,0
5,7.4,0.66,0.0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,5,0
6,7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,5,0
7,7.3,0.65,0.0,1.2,0.065,15,21,0.9946,3.39,0.47,10.0,7,0
8,7.8,0.58,0.02,2.0,0.073,9,18,0.9968,3.36,0.57,9.5,7,0
9,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,0
10,6.7,0.58,0.08,1.8,0.09699999999999999,15,65,0.9959,3.28,0.54,9.2,5,0
11,7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,0
12,5.6,0.615,0.0,1.6,0.08900000000000001,16,59,0.9943,3.58,0.52,9.9,5,0
13,7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,1.56,9.1,5,0
14,8.9,0.62,0.18,3.8,0.17600000000000002,52,145,0.9986,3.16,0.88,9.2,5,0
15,8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,5,0
16,8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7,0
17,8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,5,0
18,7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9.0,4,0
19,7.9,0.32,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,6,0
20,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6,0
21,7.6,0.39,0.31,2.3,0.08199999999999999,23,71,0.9982,3.52,0.65,9.7,5,0
22,7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,0
23,8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,5,0
24,6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,6,0
25,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,5,0
26,7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5,0
27,7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,0
28,7.1,0.71,0.0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5,0
29,7.8,0.645,0.0,2.0,0.08199999999999999,8,16,0.9964,3.38,0.59,9.8,6,0
30,6.7,0.675,0.07,2.4,0.08900000000000001,17,82,0.9958,3.35,0.54,10.1,5,0
31,6.9,0.685,0.0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,6,0
32,8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5,0
33,6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,6,0
34,5.2,0.32,0.25,1.8,0.10300000000000001,13,50,0.9957,3.38,0.55,9.2,5,0
35,7.8,0.645,0.0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,6,0
36,7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,6,0
37,8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7,0
38,5.7,1.13,0.09,1.5,0.172,7,19,0.9940000000000001,3.5,0.48,9.8,4,0
39,7.3,0.45,0.36,5.9,0.07400000000000001,12,87,0.9978,3.33,0.83,10.5,5,0
40,7.3,0.45,0.36,5.9,0.07400000000000001,12,87,0.9978,3.33,0.83,10.5,5,0
41,8.8,0.61,0.3,2.8,0.08800000000000001,17,46,0.9976,3.26,0.51,9.3,4,0
42,7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,6,0
43,8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,5,0
44,6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,5,0
45,4.6,0.52,0.15,2.1,0.054000000000000006,8,65,0.9934,3.9,0.56,13.1,4,0
46,7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5,0
47,8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5,5,0
48,6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,5,0
49,5.6,0.31,0.37,1.4,0.07400000000000001,12,96,0.9954,3.32,0.58,9.2,5,0
50,8.8,0.66,0.26,1.7,0.07400000000000001,4,23,0.9971,3.15,0.74,9.2,5,0
51,6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,6,0
52,6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6,0
53,8.6,0.38,0.36,3.0,0.081,30,119,0.997,3.2,0.56,9.4,5,0
54,7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,0
55,7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5,0
56,10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6,5,0
57,7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,5,0
58,7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10.0,5,0
59,7.3,0.39,0.31,2.4,0.07400000000000001,9,46,0.9962,3.41,0.54,9.4,6,0
60,8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,5,0
61,7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,5,0
62,7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7,0
63,7.0,0.735,0.05,2.0,0.081,13,54,0.9966,3.39,0.57,9.8,5,0
64,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,0
65,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,0
66,7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,5,0
67,6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,5,0
68,9.3,0.32,0.57,2.0,0.07400000000000001,27,65,0.9969,3.28,0.79,10.7,5,0
69,8.0,0.705,0.05,1.9,0.07400000000000001,8,19,0.9962,3.34,0.95,10.5,6,0
70,7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,6,0
71,7.7,0.67,0.23,2.1,0.08800000000000001,17,96,0.9962,3.32,0.48,9.5,5,0
72,7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,5,0
73,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4,0
74,9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,5,0
75,8.8,0.41,0.64,2.2,0.09300000000000001,9,42,0.9986,3.54,0.66,10.5,5,0
76,8.8,0.41,0.64,2.2,0.09300000000000001,9,42,0.9986,3.54,0.66,10.5,5,0
77,6.8,0.785,0.0,2.4,0.10400000000000001,14,30,0.9966,3.52,0.55,10.7,6,0
78,6.7,0.75,0.12,2.0,0.086,12,80,0.9958,3.38,0.52,10.1,5,0
79,8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,4,0
80,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,5,0
81,7.8,0.43,0.7,1.9,0.46399999999999997,22,67,0.9974,3.13,1.28,9.4,5,0
82,7.4,0.5,0.47,2.0,0.086,21,73,0.997,3.36,0.57,9.1,5,0
83,7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,5,0
84,6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,6,0
85,6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,5,0
86,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,0
87,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,0
88,9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5,0
89,7.0,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9.0,5,0
90,7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,5,0
91,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,0
92,8.6,0.49,0.29,2.0,0.11,19,133,0.9972,2.93,1.98,9.8,5,0
93,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,0
94,5.0,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,4,0
95,4.7,0.6,0.17,2.3,0.057999999999999996,17,106,0.9932,3.85,0.6,12.9,6,0
96,6.8,0.775,0.0,3.0,0.102,8,23,0.9965,3.45,0.56,10.7,5,0
97,7.0,0.5,0.25,2.0,0.07,3,22,0.9963,3.25,0.63,9.2,5,0
98,7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,5,0
99,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9.0,6,0
100,8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,6,0
101,7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6,0
102,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9.0,6,0
103,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5,0
104,7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,5,0
105,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5,0
106,7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,5,0
107,6.2,0.63,0.31,1.7,0.08800000000000001,15,64,0.9969,3.46,0.79,9.3,5,0
108,8.0,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,6,0
109,8.1,0.785,0.52,2.0,0.122,37,153,0.9969,3.21,0.69,9.3,5,0
110,7.8,0.56,0.19,1.8,0.10400000000000001,12,47,0.9964,3.19,0.93,9.5,5,0
111,8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5,0
112,8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,5,0
113,10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,6,0
114,7.8,0.56,0.19,1.8,0.10400000000000001,12,47,0.9964,3.19,0.93,9.5,5,0
115,9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6,0
116,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10.0,6,0
117,7.8,0.56,0.12,2.0,0.08199999999999999,7,28,0.997,3.37,0.5,9.4,6,0
118,8.8,0.55,0.04,2.2,0.11900000000000001,14,56,0.9962,3.21,0.6,10.9,6,0
119,7.0,0.69,0.08,1.8,0.09699999999999999,22,89,0.9959,3.34,0.54,9.2,6,0
120,7.3,1.07,0.09,1.7,0.17800000000000002,10,89,0.9962,3.3,0.57,9.0,5,0
121,8.8,0.55,0.04,2.2,0.11900000000000001,14,56,0.9962,3.21,0.6,10.9,6,0
122,7.3,0.695,0.0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,5,0
123,8.0,0.71,0.0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,5,0
124,7.8,0.5,0.17,1.6,0.08199999999999999,21,102,0.996,3.39,0.48,9.5,5,0
125,9.0,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,5,0
126,8.2,1.33,0.0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,5,0
127,8.1,1.33,0.0,1.8,0.08199999999999999,3,12,0.9964,3.54,0.48,10.9,5,0
128,8.0,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7,0
129,6.1,0.38,0.15,1.8,0.07200000000000001,6,19,0.9955,3.42,0.57,9.4,5,0
130,8.0,0.745,0.56,2.0,0.11800000000000001,30,134,0.9968,3.24,0.66,9.4,5,0
131,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13.0,5,0
132,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13.0,5,0
133,6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,0
134,7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,6,0
135,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,0
136,8.3,0.715,0.15,1.8,0.08900000000000001,10,52,0.9968,3.23,0.77,9.5,5,0
137,7.2,0.415,0.36,2.0,0.081,13,45,0.9972,3.48,0.64,9.2,5,0
138,7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5,0
139,7.8,0.56,0.19,2.0,0.081,17,108,0.9962,3.32,0.54,9.5,5,0
140,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,0
141,8.3,0.715,0.15,1.8,0.08900000000000001,10,52,0.9968,3.23,0.77,9.5,5,0
142,5.2,0.34,0.0,1.8,0.05,27,63,0.9916,3.68,0.79,14.0,6,0
143,6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5,0
144,5.2,0.34,0.0,1.8,0.05,27,63,0.9916,3.68,0.79,14.0,6,0
145,8.1,0.67,0.55,1.8,0.11699999999999999,32,141,0.9968,3.17,0.62,9.4,5,0
146,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10.0,5,0
147,7.6,0.49,0.26,1.6,0.23600000000000002,10,88,0.9968,3.11,0.8,9.3,5,0
148,6.9,0.49,0.1,2.3,0.07400000000000001,12,30,0.9959,3.42,0.58,10.2,6,0
149,8.2,0.4,0.44,2.8,0.08900000000000001,11,43,0.9975,3.53,0.61,10.5,6,0
150,7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,6,0
151,9.2,0.52,1.0,3.4,0.61,32,69,0.9996,2.74,2.0,9.4,4,0
152,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,0
153,7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,0
154,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,0
155,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,0
156,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,0
157,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,0
158,7.1,0.68,0.0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,0
159,6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6,0
160,7.6,0.95,0.03,2.0,0.09,7,20,0.9959,3.2,0.56,9.6,5,0
161,7.6,0.68,0.02,1.3,0.07200000000000001,9,20,0.9965,3.17,1.08,9.2,4,0
162,7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10.0,6,0
163,7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5,0
164,7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,5,0
165,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,0
166,6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5,0
167,7.3,0.55,0.03,1.6,0.07200000000000001,17,42,0.9956,3.37,0.48,9.0,4,0
168,6.8,0.63,0.07,2.1,0.08900000000000001,11,44,0.9953,3.47,0.55,10.4,6,0
169,7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3.0,1.59,9.5,5,0
170,7.9,0.885,0.03,1.8,0.057999999999999996,4,8,0.9972,3.36,0.33,9.1,4,0
171,8.0,0.42,0.17,2.0,0.073,6,18,0.9972,3.29,0.61,9.2,6,0
172,8.0,0.42,0.17,2.0,0.073,6,18,0.9972,3.29,0.61,9.2,6,0
173,7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,6,0
174,7.3,0.38,0.21,2.0,0.08,7,35,0.9961,3.33,0.47,9.5,5,0
175,6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,5,0
176,7.3,0.38,0.21,2.0,0.08,7,35,0.9961,3.33,0.47,9.5,5,0
177,7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,0
178,7.0,0.805,0.0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,0
179,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,0
180,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,0
181,8.9,0.61,0.49,2.0,0.27,23,110,0.9972,3.12,1.02,9.3,5,0
182,7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,5,0
183,6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5,0
184,6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,0
185,8.9,0.31,0.57,2.0,0.111,26,85,0.9971,3.26,0.53,9.7,5,0
186,7.4,0.39,0.48,2.0,0.08199999999999999,14,67,0.9972,3.34,0.55,9.2,5,0
187,7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5,0
188,7.9,0.5,0.33,2.0,0.084,15,143,0.9968,3.2,0.55,9.5,5,0
189,7.9,0.49,0.32,1.9,0.08199999999999999,17,144,0.9968,3.2,0.55,9.5,5,0
190,8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5,0
191,6.4,0.37,0.25,1.9,0.07400000000000001,21,49,0.9974,3.57,0.62,9.8,6,0
